,Factory Name,Address,Country,Total Number of Workers,Men,Women,Total Men Percentage,Total Women Percentage,Total Employee
438,Wenzhou Kapai Shoes Co Ltd,Xiyang Road Yunzhou Street Ruian Wenzhou Zhejiang,China,288,156.0,132.0,(54.2)%,(45.8)%,288.0
439,Wenzhou Union Fashion Industry Co Ltd,No 2 Wenzhou Avenue Wenzhou Zhejiang 325088,China,119,57.0,62.0,(47.9)%,(52.1)%,119.0
440,Wing Fat Handicraft Factory,"No 1 No 2 Production Building Zhe Gu Gang Village Ma An Town HuichengDistrict Huizhou Guangdong 516000",China,16,6.0,10.0,(37.5)%,(62.5)%,16.0
441,Wuhu Highrun garments manufacturing Co Ltd,"No 6 EQiao Road Economic Development Zone Economic Development ZoneSanshan Town Wuhu Anhui 241080",China,183,34.0,149.0,(18.6)%,(81.4)%,183.0
442,Wuxi Taste Knitting Co Ltd,"No 82 Xishi Road Yangxiyuan Village Luoshe Town Huishan District WuxiJiangsu 214154",China,50,7.0,43.0,(14.0)%,(86.0)%,50.0
443,Xiangcheng Jiujiu Garment Co,No 219 Dongfang Avenue Industrial Park Xiangcheng Zhoukou Henan 315000,China,258,27.0,231.0,(10.5)%,(89.5)%,258.0
444,XiangCheng Jiuxin Footwear Co Ltd,Baidian Village MaiLing district Xiangcheng Town Xuchang Henan 461709,China,231,38.0,193.0,(16.5)%,(83.5)%,231.0
445,Xiangshan Senfeng Garments Co Ltd,2F No 309 Xigu Road Danxi Street Xiangshan County Ningbo Zhejiang 315700,China,73,12.0,61.0,(16.4)%,(83.6)%,73.0
446,Xiangshan Shun Ying Garment Co Ltd,"No 1308 Xiangshan Gang Road Juexi Street Xiangshan County NingboZhejiang 315000",China,136,48.0,88.0,(35.3)%,(64.7)%,136.0
447,Xie Cheng Xing Garments & Weaving Co Ltd,"No 15 Standard Production Building Kengbian Industrial Park Shenhu TownJinjiang City Quanzhou Fujian 362000",China,203,58.0,145.0,(28.6)%,(71.4)%,203.0
448,Xinxin Dongguan Accessories Manufacture,No 32 Songheng Road Changping Town Dongguan Guangdong 523560,China,40,17.0,23.0,(42.5)%,(57.5)%,40.0
449,Xize Fashion Accessories Co Ltd TaShan Road,No 339 TaShan Road FoTang Town Yiwu Zhejiang 322002,China,117,43.0,74.0,(36.8)%,(63.2)%,117.0
450,Yancheng Rainbow Arts and Crafts,"No 2 Jiatong Road South Side of Development Avenue Dafeng DevelopmentZone Dafeng District Yancheng Jiangsu 224100",China,76,11.0,65.0,(14.5)%,(85.5)%,76.0
451,Yancheng Xinliyuan Industrial Co Ltd,"No 30 & 32 Yongxing Road Jianhu Economic Zone Jianhu County YanchengJiangsu 224700",China,200,34.0,166.0,(17.0)%,(83.0)%,200.0
452,Yangjiang Huali Garment Technology Co Ltd,"No 9 Yangguang Road Zhongshan Torch Industrial Trasfer Park YangxiGuangdong 529800",China,146,15.0,131.0,(10.3)%,(89.7)%,146.0
453,Yangzhou City Hanjiang Huanqiu Shoes Factory,Hongping Village Touqiao Town Guangling District Yangzhou Jiangsu 225108,China,40,6.0,34.0,(15.0)%,(85.0)%,40.0
454,Yangzhou Hongyuan Rubber Plastic Co Ltd,No 23 Shisha Road South of Shiqiao Town Yangzhou Jiangsu 225000,China,51,26.0,25.0,(51.0)%,(49.0)%,51.0
455,Yangzhou Life Home Manufacturer Co Ltd,"No 19 Beizhou Road Beizhou Industrial Park Lidian Town Guangling DistrictYangzhou Jiangsu 225000",China,69,65.0,4.0,(94.2)%,(5.8)%,69.0
456,Yangzhou Songwei Knitting Co Ltd,"No 16 Runwu Road Zhenwu Industrial Area Jiangdu District Yangzhou Jiangsu225264",China,88,4.0,84.0,(4.5)%,(95.5)%,88.0
457,Yantai Langlang Fashion Co Ltd,"No 27 Haixing Road Fangyuan Industrial Park Haiyang City Yantai Shandong264000",China,269,91.0,178.0,(33.8)%,(66.2)%,269.0
458,Yingshang Huihao Apparel Co Ltd,"Xiaolinyingzi Zhongxin Road Lingwei Village Guantun Town Yingshang CountyFuyang Anhui 236223",China,83,5.0,78.0,(6.0)%,(94.0)%,83.0
459,Yishui Goodway Home Textile Co Ltd,South End of Changhong Road Yishui Shandong 276412,China,22,3.0,19.0,(13.6)%,(86.4)%,22.0
460,Yiwu Beijia Leather Trading Co Ltd,"3rd & 4th floor No 39 Dashi Road Yinan Industrial District Yiwu Zhejiang322002",China,80,27.0,53.0,(33.8)%,(66.2)%,80.0
461,Yiwu Cap Jewels Co Ltd,"No 189 Wulian Road Phase II Gutang Industrial Zone Yiting Town YiwuZhejiang 322005",China,111,62.0,49.0,(55.9)%,(44.1)%,111.0
462,Yiwu City Yuquan Apparel Co Ltd,No 106 1 Sitong West Road Sahngxi Town Yiwu Zhejiang 322006,China,320,134.0,186.0,(41.9)%,(58.1)%,320.0
463,Yiwu Hanghong Garments,No 5 Panfeng Road Fotang Town Yiwu Zhejiang 322002,China,686,302.0,384.0,(44.0)%,(56.0)%,686.0
464,Yiwu Joyear Knitting Hosiery Co Ltd,"58 Chao Yang Dong Road Fotang Town Yinan Industrial Park Yiwu Zhejiang322002",China,131,59.0,72.0,(45.0)%,(55.0)%,131.0
465,Yiwu La Gu Sa Garment Technology Co Limited,"5th Floor No 1 Building Yue Liang Wan Electronics Industrial Park Suxi YiwuZhejiang 322009",China,24,5.0,19.0,(20.8)%,(79.2)%,24.0
466,Yiwu Nanji Knitting Co Ltd,"No 316 Tianbao Road Heyetang Industrial Zone Choucheng Yiwu Zhejiang214423",China,210,79.0,131.0,(37.6)%,(62.4)%,210.0
467,Yiwu Oulan Leather Accessories Co Ltd,4th Floor No 135 Fanshan Road Fotang Village Yiwu Zhejiang 322002,China,24,11.0,13.0,(45.8)%,(54.2)%,24.0
468,Yiwu Shan Li Accessories Co Ltd,"The 3th Floor Building 1 No 10 Tongyi Road Yiting Industrial district YitingTown Yiwu Zhejiang 322005",China,21,2.0,19.0,(9.5)%,(90.5)%,21.0
469,Yiwu Wanyi Technology Development Co Ltd,No 100 Chaoyang East Road Fotang Town Yiwu Zhejiang 322002,China,296,131.0,165.0,(44.3)%,(55.7)%,296.0
470,Yiwu Xunyang Jewelry Factory,8F No 306 Building B Haopai Road Suxi Town Yiwu Zhejiang 322009,China,56,4.0,52.0,(7.1)%,(92.9)%,56.0
471,Yiwu Yangyun Belt Factory,"4F 1st Building No 80 Fotang Main Road Jiangdong Sub-district Yiwu CityJinhua Zhejiang 321000",China,49,13.0,36.0,(26.5)%,(73.5)%,49.0
472,Yiwu Yongming Belt Factory,"No 151-155 Qingxi East Qingkou Industrial Estate Jiangdong Street YiwuZhejiang 322023",China,31,16.0,15.0,(51.6)%,(48.4)%,31.0
473,Yixing Yidie Knitting Co Ltd,No 1 Yidie Road Industrial Area Xinjian Town Yixing Jiangsu 214201,China,185,16.0,169.0,(8.6)%,(91.4)%,185.0
474,Yokview Handbag Hui Lai Xian Co Ltd,"No 425 Guangming Road Kuimei Industrial Zone Huicheng Town, ilai CountyJieyang Guangdong 515200",China,121,44.0,77.0,(36.4)%,(63.6)%,121.0
475,Yongjia Nanfang Shoes Co Ltd,Shatou Street Shatou Town Yongjia Wenzhou Zhejiang 325108,China,107,34.0,73.0,(31.8)%,(68.2)%,107.0
476,Yongkang Jinying Technology Co Ltd,No 116 Jiuding Road Yongkang Zhejiang 321300,China,403,197.0,206.0,(48.9)%,(51.1)%,403.0
477,Yongzhou Mayuanda Toys Co Ltd,"Hexi Industrial Park LingLing Industrial Zone LingLing District YongzhouZhejiang 425006",China,811,97.0,714.0,(12.0)%,(88.0)%,811.0
478,Yueyang Baoli Textile Co Ltd,"No 6 Shifu Industrial Park of Huarong High-tech Zone Zhanghua TownHuarong County Yueyang Hunan 414207",China,314,126.0,188.0,(40.1)%,(59.9)%,314.0
479,Yumark Pacific Ltd,"No 1 Tianwei 1st Road No 3 Industrial Area Changping Section EasternIndustrial Park Changping Town Dongguan Guangdong 523560",China,61,25.0,36.0,(41.0)%,(59.0)%,61.0
480,ZB Accessories,"No 1088 Tongqian Rd Hengcun Town Tonglu County Hangzhou Zhejiang310000",China,82,30.0,52.0,(36.6)%,(63.4)%,82.0
481,"Zhangjiagang Guotai JoyTim Garment &Accessory Co Ltd",No 109 Middle Miaoqiao Road Tangqiao Town Zhangjiagang Jiangsu 215699,China,138,40.0,98.0,(29.0)%,(71.0)%,138.0
482,Zhangjiagang Huiboen Clothing Co,8 Jiatai Road Xizhang Fenghuang Town Zhangjiagang Jiangsu 215621,China,127,90.0,37.0,(70.9)%,(29.1)%,127.0
483,Zhangjiagang Kaishun Garment Factory,"No 32 West Changxing Road Shangang Village Yangshe Town ZhangjiagangJiangsu 317525",China,98,31.0,67.0,(31.6)%,(68.4)%,98.0
484,Zhangpu Mingxin Umbrella Ind Co Ltd,"No 35 North Jinpu Avenue Sui An Industrial Zone Zhangpu County ZhangzhouFujian 317525",China,225,13.0,212.0,(5.8)%,(94.2)%,225.0
485,Zhejiang Avontin Underwear Co Ltd,No 508 Suhua Street Suxi Town Yiwu Zhejiang 317200,China,382,170.0,212.0,(44.5)%,(55.5)%,382.0
486,Zhejiang Chaofan Clothing Co Ltd 259,No 259 Sufu Road Suxi Town Yiwu Zhejiang 321000,China,564,273.0,291.0,(48.4)%,(51.6)%,564.0
487,Zhejiang Deqing Flag Leather Goods Co Ltd,No 16 Siping Road Xinshi Town Deqing County Huzhou Zhejiang 322000,China,50,15.0,35.0,(30.0)%,(70.0)%,50.0
488,Zhejiang Hengxin Leather Co Ltd,No 51-1&2 Jugongdi Aoli Village Shuangta Street Jiangshan Zhejiang 324000,China,43,5.0,38.0,(11.6)%,(88.4)%,43.0
489,Zhejiang Jinghui Cosmetics Share Co Ltd,No 8 Anshang Road Niansanli Sub District Yiwu Zhejiang 322013,China,596,346.0,250.0,(58.1)%,(41.9)%,596.0
490,Zhejiang Karl Necktie & Dress Co Ltd,No 68 Karl Road Lushan Street Shengzhou Zhejiang 312432,China,85,13.0,72.0,(15.3)%,(84.7)%,85.0
491,Zhejiang Meibang Textile Co Ltd,"No 8 the Fifth Xingye Road Chengxi Economic Development Zone ZhujiZhejiang 311899",China,654,308.0,346.0,(47.1)%,(52.9)%,654.0
492,Zhejiang Mingmeng Textile Technology Co Ltd,"No 503 Kangmin Road Hou Yi Industrial Zone Nian San Li Street Yiwu Zhejiang322013",China,280,133.0,147.0,(47.5)%,(52.5)%,280.0
493,Zhejiang Qing Yi Socks Industrial Co Ltd,No 7 Cajiafan Village Anhua Town Zhuji Zhejiang 322002,China,109,52.0,57.0,(47.7)%,(52.3)%,109.0
494,Zhejiang Rifeshow Cosmetics Co Ltd,Dashi Road 67 Fotang Town Yiwu Zhejiang 321000,China,393,228.0,165.0,(58.0)%,(42.0)%,393.0
495,Zhejiang Shaxue Underwear Co Ltd,No 100 Qianan Road Fotang Industrial Park Yiwu Zhejiang 322002,China,351,173.0,178.0,(49.3)%,(50.7)%,351.0
496,Zhejiang Sound Technology,Number 58 Xingan Road Wuzhen Jiaxing Zhejiang 317525,China,317,185.0,132.0,(58.4)%,(41.6)%,317.0
497,Zhejiang Tengxin Umbrella Co Ltd,Xindaijia Village Xie Tang Town Shangyu Shaoxin Zhejiang 312369,China,206,74.0,132.0,(35.9)%,(64.1)%,206.0
498,Zhejiang Tiansen Apparel Co Ltd,No 42 Minsheng Road Suxi Town Yiwu Zhejiang 32209,China,297,126.0,171.0,(42.4)%,(57.6)%,297.0
499,Zhejiang Toursun Intelligence Co Ltd,"No 10 Huancheng West Road Lanjiang Street Lanxi Economic DevelopmentZone Jinhua Zhejiang 321102",China,84,30.0,54.0,(35.7)%,(64.3)%,84.0
500,"Zhejiang Vanqian Garments Co Ltd HouzhaiDistrict",No 1566 Liuqing Road Houzhai District Yiwu Zhejiang 321000,China,601,252.0,349.0,(41.9)%,(58.1)%,601.0
501,Zhejiang Weina Knitting Co Ltd,No 49 Suhua Street Yibei Industrial Zone Suxi Town Yiwu Zhejiang 322009,China,140,73.0,67.0,(52.1)%,(47.9)%,140.0
502,Zhejiang Xiao Long Ren Socks Co Ltd,No 20-22 Wu Hua Road He Ye Tang Town Yiwu Jinhua Zhejiang 322010,China,465,199.0,266.0,(42.8)%,(57.2)%,465.0
503,Zhejiang Zhongwei Shoes,Fanrong Village Yunzhou Street Ruian Zhejiang 311813,China,236,105.0,131.0,(44.5)%,(55.5)%,236.0
504,Zhong He Nanning Enterprises Ltd,"No. 502,Mingcheng Avenue Shanglin County Nanning Guangxi 530599",China,219,64.0,155.0,(29.2)%,(70.8)%,219.0
505,Zhucheng Danfeng Clothing Co Ltd,"No 149 East of Renmin Rd Mizhou Street Zhucheng Weifang Shandong262299",China,167,35.0,132.0,(21.0)%,(79.0)%,167.0
506,Zhucheng Hefeng Clothing Co Ltd,No 5713 East of Ren Ming Road Zhucheng Weifang Shandong 262299,China,95,21.0,74.0,(22.1)%,(77.9)%,95.0
507,Zhuji Hongteng Knitted Textile Co Ltd,No 378 Changsheng Second Road Datang Town Zhuji Zhejiang 311801,China,130,55.0,75.0,(42.3)%,(57.7)%,130.0
508,Zhuji Ruiyang Socks Co Ltd,No 18 West Wangyun Road Taozhu Sub-district Zhuji Zhejiang 311800,China,287,120.0,167.0,(41.8)%,(58.2)%,287.0
509,Zhuji Shi Walter Socks Co Ltd,No 666 Lianyi West Road Datang Street Zhuji City Shaoxing Zhejiang 311801,China,180,84.0,96.0,(46.7)%,(53.3)%,180.0
510,Zhumadian Yong He Artifact Craft Work Co Ltd,Middle of Dongping road Equipment industrial area Zhumadian Henan 463002,China,466,65.0,401.0,(13.9)%,(86.1)%,466.0
511,Decade SARL,373 Boulevard De La Republique Annezin 62232,France,66,8.0,58.0,(12.1)%,(87.9)%,66.0
512,AL Paper House LLP,Shikarpura Road Sanganer Near Tempo Stand Jaipur Rajasthan 302029,India,916,430.0,486.0,(46.9)%,(53.1)%,916.0
513,Ananya Fashions Pvt Ltd,Plot No 232 233 Bhadakmora GIDC Vapi Gujarat 396195,India,631,466.0,165.0,(73.9)%,(26.1)%,631.0
514,Anthony Garments P Ltd Unit 3,"Sf No 203 Athimarathottam Sirupooluvapatti Post Coimbatore Tiruppur TamilNadu 641 603",India,223,188.0,35.0,(84.3)%,(15.7)%,223.0
515,Anthony Garments Private Limited,No 3 Athimarathottam Sirupooluvapatti Post Tiruppur Tamil Nadu 641 603,India,162,108.0,54.0,(66.7)%,(33.3)%,162.0
516,Anthony Garments Pvt Ltd Cutting Division,"SF No 493/1 Door No 5/1 Athimarathottam Sirupooluvapatti Tiruppur TamilNadu 641603",India,180,106.0,74.0,(58.9)%,(41.1)%,180.0
517,Arsh Fashions Private Limited,Plot no-194 C type GIDC Phase-II Vapi Pardi Valsad Gujarat 396195,India,3608,2079.0,1529.0,(57.6)%,(42.4)%,3608.0
518,Bangalore Shirt Co Pvt Ltd,No 12B 6th Main 3rd Phase Peenya Indl Area Bangalore Karnataka 560058,India,1182,313.0,869.0,(26.5)%,(73.5)%,1182.0
519,Bangalore Shirt Company Pvt Ltd Unit 2,"Sy No 46/2 Lakshmipura Road Madanayakanahalli Bangalore Karnataka562162",India,497,147.0,350.0,(29.6)%,(70.4)%,497.0
520,Benso Garmenting,"SF No 321 & 322/1 Sri Muthusamy Gounder Industrials Nochipalayam PariyurAmman Nagur Palladam Road Tiruppur Tamil Nadu 641605",India,258,153.0,105.0,(59.3)%,(40.7)%,258.0
521,Bindu Fashion Pvt Ltd,Plot No 03 Sector 7 IMT Manesar Gurgaon Haryana 122050,India,1011,791.0,220.0,(78.2)%,(21.8)%,1011.0
522,Bipin Exports,No 20 SNVS Layout Kongu Main Road Tiruppur Tamil Nadu 641 607,India,227,114.0,113.0,(50.2)%,(49.8)%,227.0
523,Birin Garments,5 156 Tiripur Road Kaikattipudhur PO Avinashi Tiruppur Tamil Nadu 641654,India,95,64.0,31.0,(67.4)%,(32.6)%,95.0
524,BP International,"Flat no 82 81 78 SIDCO Women Industrial Park Karuppur Salem DistrictOmalur Tamil Nadu 636011",India,495,109.0,386.0,(22.0)%,(78.0)%,495.0
525,Canon Ball Fashions,"1/227 Goundampalayam Four Road Junction Uthukuli-RS Erode DistrictTiruppur Tamil Nadu 638 752",India,159,129.0,30.0,(81.1)%,(18.9)%,159.0
526,Cylwin Knit Fashions 502,502 B1 Nadupangu Paradise Dharapuram Road Tiruppur Tamil Nadu 641 608,India,82,58.0,24.0,(70.7)%,(29.3)%,82.0
527,Everest Tannery,Everest Unit 4 Plot No 902 Shekhpur Nari Unnao Uttar Pradesh 209862,India,124,124.0,0.0,(100.0)%,(0.0)%,124.0
528,Exclusive Garments,11/1 Parasur Road Cheyyar Taluk Thiruvannamalai Tamil Nadu 604409,India,330,33.0,297.0,(10.0)%,(90.0)%,330.0
529,Exel Sourcing Company,"No 2 647A Venus Garden Mangalam Road Andipalayam Tiruppur Tamil Nadu641 687",India,302,193.0,109.0,(63.9)%,(36.1)%,302.0
530,Exmart International Private Limited,D-21 22 EPIP Kasna Industrial Area Greater Noida Uttar Pradesh 201310,India,173,165.0,8.0,(95.4)%,(4.6)%,173.0
531,First Steps Babywear Pvt Ltd Unit 6,"Plot No E 19B Sipcot Industrial Complex Phase II Moranapalli Village HosurTamil Nadu 635109",India,1567,796.0,771.0,(50.8)%,(49.2)%,1567.0
532,Four Seasons International,"162/2 Andan Kovil West Village Athur Privuv Road Athur Karur Tamil Nadu639002",India,89,28.0,61.0,(31.5)%,(68.5)%,89.0
533,Frontier Knitters D Unit,"No 489 5B 13A Goundampalayam Road Rayarpalayam Palladam TiruppurTamil Nadu 641 664",India,244,141.0,103.0,(57.8)%,(42.2)%,244.0
534,Frontier Knitters VJM 271 E Unit,"S F 270 271 Vijayapuri Village Vijayamangalam Erode Tiruppur Tamil Nadu638 056",India,925,442.0,483.0,(47.8)%,(52.2)%,925.0
535,Galaxy Elegant Fashion Pvt Ltd,Plot No 19 & 20 Sector 7 IMT Manesar Gurgaon Haryana 122052,India,603,409.0,194.0,(67.8)%,(32.2)%,603.0
536,Globus Clothing Company,"SF No 272 Sri Sakthi Nagar Athupalayam North Thirumurugan Poondi (PO)Tiruppur Tamil Nadu 641 652",India,174,142.0,32.0,(81.6)%,(18.4)%,174.0
537,Globus Clothing Company Unit 1,"3/15-A Sri Sakthi Nagar Athupalayam North Thirumurugan Poondi (PO)Tiruppur Tamil Nadu 641652",India,167,124.0,43.0,(74.3)%,(25.7)%,167.0
538,Grasim Apparel,37 Samundipuram Main Road Samundipuram Tiruppur Tamil Nadu 641603,India,172,115.0,57.0,(66.9)%,(33.1)%,172.0
539,Greetings Knitwear Unit 1,No 172/463 Kongu Main Road Tiruppur Tamil Nadu 641607,India,183,104.0,79.0,(56.8)%,(43.2)%,183.0
540,Indexco,"No 18/17 Shasthri Nagar Kumaranathapuram (North) Kottaithottam TiruppurTamil Nadu 641652",India,227,163.0,64.0,(71.8)%,(28.2)%,227.0
541,Ishman International A113,A-113 Sector 5 Noida Uttar Pradesh 201301,India,569,381.0,188.0,(67.0)%,(33.0)%,569.0
542,Jayakumaran Exports,"4/440 C Bharathi Nagar Palladam Road Veerapandi Tirupur Tamil Nadu641605",India,119,57.0,62.0,(47.9)%,(52.1)%,119.0
543,Jayakumaran Exports Unit 1,"SF No 316 3A Kallimedu Ganapathipalayam Pongalur Road Palladam TKTirupur Tamil Nadu 641 605",India,437,251.0,186.0,(57.4)%,(42.6)%,437.0
544,"KM Knitwear Private Limited 14D E F ViskarFashions","14 D E F Lakshmi Nagar 1st Street City Garden First Street Tiruppur TamilNadu 641602",India,306,266.0,40.0,(86.9)%,(13.1)%,306.0
545,KM Knitwear Private Limited Unit 11,"1/187-A24 MLR Industrial Park Kanakkampalayam Pirivu PN Road TiruppurTamil Nadu 641666",India,515,325.0,190.0,(63.1)%,(36.9)%,515.0
546,KM Knitwear Private Limited Unit 2,"Unit-II Shed No7-B Netaji Apparel Park Eetiveerampalayam Village NewTiruppur Tiruppur Tamil Nadu 641666",India,443,126.0,317.0,(28.4)%,(71.6)%,443.0
547,KM Knitwear Private Limited Unit 3,Shed No 9 Nethaji Apparel Park New Tiruppur Tiruppur Tamil Nadu 641 666,India,368,283.0,85.0,(76.9)%,(23.1)%,368.0
548,KM Knitwear Private Limited Unit 4,"52 & 74 Venkateswara Nagar Valayankadu South Gandhinagar (PO) TiruppurTamil Nadu 641603",India,143,92.0,51.0,(64.3)%,(35.7)%,143.0
549,KM Knitwear Private Limited Unit 7,"Alamelu Industrial Complex No 2 Ashar Nagar West 2nd Street Tiruppur TamilNadu 641603",India,301,214.0,87.0,(71.1)%,(28.9)%,301.0
550,KM Knitwear Private Limited Unit 9,"9 A PVG Nagar Extension Samundipuram South Gandhinagar (Post) TiruppurTamil Nadu 641 603",India,163,99.0,64.0,(60.7)%,(39.3)%,163.0
551,KM Knitwear Unit 14,"Sf No 141 3 Tsr Garden Moyyandampalayam Perumanallur To KunnathurRoad Etiveerampalayam Post Avinashi Taluk Tiruppur Tamil Nadu 641 666",India,1749,369.0,1380.0,(21.1)%,(78.9)%,1749.0
552,Knit Gallery Unit 3,"Door no 3/353 S F nr 217/1 217/2a 217/2b 217/2c 218/1a Dharapuram RoadGudimangalam Village Udumalpet Tiruppur Tamil Nadu 642201",India,1183,968.0,215.0,(81.8)%,(18.2)%,1183.0
553,KPR Mill Limited Garment Division,S F No 7 7/1 Avinashi Road Thekkalur Village Tiruppur Tamil Nadu 641654,India,2144,171.0,1973.0,(8.0)%,(92.0)%,2144.0
554,KPR Sugar and Apparels Limited,23/4 Perumanallur Road Kalipalayam Tiruppur Tamil Nadu 638752,India,4361,410.0,3951.0,(9.4)%,(90.6)%,4361.0
555,MAF Clothing Private Limited Unit 3,"SY No 59/3 59/4 Rajatadripura Near K B Cross Opp- T V Station B B RoadTiptur Taluk KB Cross Tumkur Karnataka 572114",India,2176,554.0,1622.0,(25.5)%,(74.5)%,2176.0
556,MAF Clothing Pvt Ltd,"Adakamaranahalli 21st K M Tumkar Road Makali Post Bangalore Karnataka562123",India,2212,471.0,1741.0,(21.3)%,(78.7)%,2212.0
557,MAF Clothing Pvt Ltd Unit 2,"Khata No 1344 Sadar Complex Ping Road Gubbi Gate Check Post TumkurKarnataka 572012",India,1772,240.0,1532.0,(13.5)%,(86.5)%,1772.0
558,MAF SRD Garments LLP,"SF No 62 Srd Garden Ganapathipalayam Palladam Road Tiruppur Tamil Nadu641601",India,204,133.0,71.0,(65.2)%,(34.8)%,204.0
559,Mail Hosieries,"No 4 60 Feet Road Asher Nagar West Gandi Nagar Post Tiruppur Tamil Nadu641 603",India,100,74.0,26.0,(74.0)%,(26.0)%,100.0
560,MAS Knits,"SF No 254 2 Kulathuputhur Mangalam Road Andipalayam Tiruppur TamilNadu 641687",India,859,543.0,316.0,(63.2)%,(36.8)%,859.0
561,Morning Star Apparels,"274 6A Shasthiri Nagar Extn Near Govt Hospital Dharapuram Road KNPColony (PO) Tiruppur Tamil Nadu 641608",India,987,697.0,290.0,(70.6)%,(29.4)%,987.0
562,MS Apparels,"SF No 588 Lakshmi Nagar Muthanampalayam Nallur Tiruppur Tamil Nadu641606",India,488,292.0,196.0,(59.8)%,(40.2)%,488.0
563,Natural Products Export Corporation Ltd,"Survey Number 765/1A 1B 2A1 2A2 766/3A 769/2A 2B Padur RoadKuthambakam Village Irlanpalayam Post Poonamallee Chennai Tamil Nadu601207",India,43,20.0,23.0,(46.5)%,(53.5)%,43.0
564,Paramount Products Pvt Ltd,B-40 Hosiery Complex Phase II Gautam Buddh Uttar Pradesh 201305,India,1577,1178.0,399.0,(74.7)%,(25.3)%,1577.0
565,Pinnacle Clothing Company B23,B-23 Hosiery Complex Phase-II Noida Uttar Pradesh 201305,India,540,386.0,154.0,(71.5)%,(28.5)%,540.0
566,Pinnacle Clothing Company B58,"B58 Hoisery Complex District- Gautam Budh Nagar Noida Uttar Pradesh201304",India,790,540.0,250.0,(68.4)%,(31.6)%,790.0
567,Prashanthi Exports,"No7 286D 5 Acres Subhashree Gardens Guruvayurappan Nagar PooluvapattiPo Tiruppur Tamil Nadu 600002",India,99,71.0,28.0,(71.7)%,(28.3)%,99.0
568,Prawin Garments,"S F No 504 1/807-38 Iswaryar Nagar Lakshana Theatre Back SideDharapuram Road Tiruppur Tamil Nadu 641 608",India,72,33.0,39.0,(45.8)%,(54.2)%,72.0
569,Radium Creation Limited,"Plot No 1245 Opp Hotel Abhilasha Near Fansa Char Rasta G I D C SarigamTalukaUmbergaon Dist Valsad Gujarat 396155",India,432,281.0,151.0,(65.0)%,(35.0)%,432.0
570,Radium Creation Limited Gujarat Unit,"Survey No 77 & 169 1/3 Village Tumb Near Hindustan Pencil FactoryUmargaon District Valsad Gujarat 396150",India,1721,496.0,1225.0,(28.8)%,(71.2)%,1721.0
571,Rainbow Fabart Pvt Ltd B-42,B-42 Hosiery Complex Phase II Noida Uttar Pradesh 201305,India,715,564.0,151.0,(78.9)%,(21.1)%,715.0
572,Rainbow Fabart Pvt Ltd C71&72,C-71/72 Hosiery Complex Phase-II Extn Noida Uttar Pradesh 201305,India,633,514.0,119.0,(81.2)%,(18.8)%,633.0
573,Raj Overseas,Unit 4 Plot No 8 Sector 25 HUDA Panipat Haryana 132103,India,565,542.0,23.0,(95.9)%,(4.1)%,565.0
574,S N Q S Internationals Private Limited,"S No 280 Green Field Sundakkampalayam Nambiyampalayam Post AvinashiTiruppur Tamil Nadu 641 670",India,892,604.0,288.0,(67.7)%,(32.3)%,892.0
575,Saav Inc Plot No 111,Plot No 111 Phase 1 HSIDC Kundli Industrial Estate Sonipat Haryana 131028,India,224,182.0,42.0,(81.2)%,(18.8)%,224.0
576,SAN International 412,Plot No 412 Pace City II Sector 37 Gurgaon Haryana 122001,India,2492,1886.0,606.0,(75.7)%,(24.3)%,2492.0
577,SAN International Plot 33 34,Plot No 33-34 Udyog Vihar Phase VI Sector 37 Gurgaon Haryana 122015,India,2471,1897.0,574.0,(76.8)%,(23.2)%,2471.0
578,SAPL Industries Private Limited Unit 1,Plot No -28C 2nd Phase Peenya Ind Estate Bangalore Karnataka 560058,India,1509,432.0,1077.0,(28.6)%,(71.4)%,1509.0
579,Sky Cotex India Private Limited,No 111 1A1 Arul Industrial Estate Arulpuram Tiruppur Tamil Nadu 641605,India,323,205.0,118.0,(63.5)%,(36.5)%,323.0
580,SNQS SP Apparel India 4/4,"4 4 Thirupathi Main Road V K R Puram Chittoor District Nagari AndhraPradesh 517590",India,238,64.0,174.0,(26.9)%,(73.1)%,238.0
581,SP Apparels KVP,"S F No 117/6B 7B 11 19A 20A 21 118/9 10B1 NH44 Madurai to TirunelveliRoad Idaisevalvillage Chattirapatti Mall Tuticorin Tamil Nadu 628716",India,1309,92.0,1217.0,(7.0)%,(93.0)%,1309.0
582,SP Apparels Ltd,39 A Extension street Kaikattipudur Avinashi Tiruppur Tamil Nadu 641 654,India,1666,753.0,913.0,(45.2)%,(54.8)%,1666.0
583,SP Apparels Ltd Annur,"SF no 849/1 Kuppanur village Annur-Sirumugai Road Bommampalayam AnnurTaluk Tamil Nadu 641653",India,798,172.0,626.0,(21.6)%,(78.4)%,798.0
584,SP Apparels Ltd Factory 4,"Door No 5/407-6 SF No 379/2B NH 47 Main Road Pazhangarai VillageAvinashi Tiruppur Tamil Nadu 641 654",India,449,128.0,321.0,(28.5)%,(71.5)%,449.0
585,SP Apparels Ltd Sewing Factory 1,"1/477 A SF No 538/2B Avinashi Main Road Neelambur Coimbatore Tamil Nadu641065",India,913,196.0,717.0,(21.5)%,(78.5)%,913.0
586,SP Apparels Nethaji Apparels Park,Shed No 14 Nethaji Apparels Park New Tirupur Tiruppur Tamil Nadu 641666,India,625,268.0,357.0,(42.9)%,(57.1)%,625.0
